StateName,InstituteType,Institute,Quota,Branch,Category,TotalSeats,SeatGender
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",Delhi University Quota,MBBS (MBBS),BC PH,3,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",Delhi University Quota,MBBS (MBBS),EW NO,16,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",Delhi University Quota,MBBS (MBBS),EW PH,1,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",Delhi University Quota,MBBS (MBBS),OP NO,70,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",Delhi University Quota,MBBS (MBBS),OP PH,4,Female Only
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",Delhi University Quota,MBBS (MBBS),SC NO,26,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",Delhi University Quota,MBBS (MBBS),SC PH,1,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",Delhi University Quota,MBBS (MBBS),ST NO,12,Female Only
Delhi,Central University,"Lady Hardinge Medical College, New Delhi, Lady Hardinge Medical College, Shaheed Bhagat Singh Marg, New Delhi (200448)",Delhi University Quota,MBBS (MBBS),ST PH,1,Female Only
Delhi,Central University,"Maulana Azad Institute of Dental Sciences, New Delhi, MAMC Complex, B.S. Zafar Marg, New Delhi (200451)",All India,BDS (BDS),BC NO,2,Both
Delhi,Central University,"Maulana Azad Institute of Dental Sciences, New Delhi, MAMC Complex, B.S. Zafar Marg, New Delhi (200451)",All India,BDS (BDS),EW NO,1,Both
Delhi,Central University,"Maulana Azad Institute of Dental Sciences, New Delhi, MAMC Complex, B.S. Zafar Marg, New Delhi (200451)",All India,BDS (BDS),OP NO,3,Both
Delhi,Central University,"Maulana Azad Institute of Dental Sciences, New Delhi, MAMC Complex, B.S. Zafar Marg, New Delhi (200451)",All India,BDS (BDS),SC NO,1,Both
Delhi,Central University,"Maulana Azad Institute of Dental Sciences, New Delhi, MAMC Complex, B.S. Zafar Marg, New Delhi (200451)",All India,BDS (BDS),ST NO,1,Both
Delhi,Central University,"Maulana Azad Institute of Dental Sciences, New Delhi, MAMC Complex, B.S. Zafar Marg, New Delhi (200451)",Delhi NCR Children/Widows of Personnel of the,BDS (BDS),BC NO,1,Both
Delhi,Central University,"Maulana Azad Institute of Dental Sciences, New Delhi, MAMC Complex, B.S. Zafar Marg, New Delhi (200451)",Delhi NCR Children/Widows of Personnel of the,BDS (BDS),OP NO,1,Both
Delhi,Central University,"Maulana Azad Institute of Dental Sciences, New Delhi, MAMC Complex, B.S. Zafar Marg, New Delhi (200451)",Delhi University Quota,BDS (BDS),BC NO,9,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Delhi,Central University,"Maulana Azad Institute of Dental Sciences, New Delhi, MAMC Complex, B.S. Zafar Marg, New Delhi (200451)",Delhi University Quota,BDS (BDS),BC PH,1,Both
Delhi,Central University,"Maulana Azad Institute of Dental Sciences, New Delhi, MAMC Complex, B.S. Zafar Marg, New Delhi (200451)",Delhi University Quota,BDS (BDS),EW NO,4,Both
Delhi,Central University,"Maulana Azad Institute of Dental Sciences, New Delhi, MAMC Complex, B.S. Zafar Marg, New Delhi (200451)",Delhi University Quota,BDS (BDS),OP NO,16,Both
Delhi,Central University,"Maulana Azad Institute of Dental Sciences, New Delhi, MAMC Complex, B.S. Zafar Marg, New Delhi (200451)",Delhi University Quota,BDS (BDS),OP PH,1,Both
Delhi,Central University,"Maulana Azad Institute of Dental Sciences, New Delhi, MAMC Complex, B.S. Zafar Marg, New Delhi (200451)",Delhi University Quota,BDS (BDS),SC NO,6,Both
Delhi,Central University,"Maulana Azad Institute of Dental Sciences, New Delhi, MAMC Complex, B.S. Zafar Marg, New Delhi (200451)",Delhi University Quota,BDS (BDS),ST NO,3,Both
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",All India,MBBS (MBBS),BC NO,10,Both
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",All India,MBBS (MBBS),EW NO,4,Both
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",All India,MBBS (MBBS),OP NO,14,Both
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",All India,MBBS (MBBS),OP PH,1,Both
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",All India,MBBS (MBBS),SC NO,5,Both
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",All India,MBBS (MBBS),ST NO,3,Both
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",Delhi NCR Children/Widows of,MBBS (MBBS),BC NO,3,Both
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",Delhi NCR Children/Widows of,MBBS (MBBS),OP NO,5,Both
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",Delhi NCR Children/Widows of,MBBS (MBBS),SC NO,1,Both
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",Delhi NCR Children/Widows of,MBBS (MBBS),ST NO,1,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",Delhi University Quota,MBBS (MBBS),BC NO,50,Both
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",Delhi University Quota,MBBS (MBBS),BC PH,3,Both
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",Delhi University Quota,MBBS (MBBS),OP NO,94,Both
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",Delhi University Quota,MBBS (MBBS),OP PH,5,Both
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",Delhi University Quota,MBBS (MBBS),SC NO,29,Both
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",Delhi University Quota,MBBS (MBBS),SC PH,1,Both
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",Delhi University Quota,MBBS (MBBS),ST NO,14,Both
Delhi,Central University,"Maulana Azad Medical College, New Delhi, 2 Bahadur Shah Zafar Marg New Delhi (200449)",Delhi University Quota,MBBS (MBBS),ST PH,1,Both
Delhi,All India except Central University,"North Delhi Muncipal Corporation Medical College, Delhi, North Delhi Municipal Corporation Medical College and Hindu Rao Hospital, Malka Ganj (200132)",All India,MBBS (MBBS),BC NO,2,Both
Delhi,All India except Central University,"North Delhi Muncipal Corporation Medical College, Delhi, North Delhi Municipal Corporation Medical College and Hindu Rao Hospital, Malka Ganj (200132)",All India,MBBS (MBBS),EW NO,1,Both
Delhi,All India except Central University,"North Delhi Muncipal Corporation Medical College, Delhi, North Delhi Municipal Corporation Medical College and Hindu Rao Hospital, Malka Ganj (200132)",All India,MBBS (MBBS),OP NO,5,Both
Delhi,All India except Central University,"North Delhi Muncipal Corporation Medical College, Delhi, North Delhi Municipal Corporation Medical College and Hindu Rao Hospital, Malka Ganj (200132)",All India,MBBS (MBBS),SC NO,1,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",All India,MBBS (MBBS),BC NO,6,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",All India,MBBS (MBBS),BC PH,1,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",All India,MBBS (MBBS),EW NO,3,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",All India,MBBS (MBBS),OP NO,8,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",All India,MBBS (MBBS),OP PH,1,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",All India,MBBS (MBBS),SC NO,3,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",All India,MBBS (MBBS),SC PH,1,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",All India,MBBS (MBBS),ST NO,2,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",Delhi NCR Children/Widows of,MBBS (MBBS),BC NO,2,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",Delhi NCR Children/Widows of,MBBS (MBBS),OP NO,3,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",Delhi NCR Children/Widows of,MBBS (MBBS),SC NO,1,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",Delhi NCR Children/Widows of,MBBS (MBBS),ST NO,1,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",Delhi University Quota,MBBS (MBBS),BC NO,35,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",Delhi University Quota,MBBS (MBBS),BC PH,2,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",Delhi University Quota,MBBS (MBBS),EW NO,9,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",Delhi University Quota,MBBS (MBBS),OP NO,58,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",Delhi University Quota,MBBS (MBBS),OP PH,3,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",Delhi University Quota,MBBS (MBBS),SC NO,20,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",Delhi University Quota,MBBS (MBBS),SC PH,1,Both
Delhi,Central University,"University College of Medical Sciences & GTB Hospital, New Delhi, Dilshad Garden (200450)",Delhi University Quota,MBBS (MBBS),ST NO,10,Both
Delhi,Central University,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029 (200495)",All India,MBBS (MBBS),BC NO,7,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Delhi,Central University,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029 (200495)",All India,MBBS (MBBS),EW NO,2,Both
Delhi,Central University,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029 (200495)",All India,MBBS (MBBS),OP NO,10,Both
Delhi,Central University,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029 (200495)",All India,MBBS (MBBS),SC NO,4,Both
Delhi,Central University,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029 (200495)",All India,MBBS (MBBS),ST NO,2,Both
Delhi,Central University,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029 (200495)",Delhi NCR Children/Widows of Personnel of the Armed Forces (CW) IP,MBBS (MBBS),BC NO,1,Both
Delhi,Central University,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029 (200495)",Delhi NCR Children/Widows of Personnel of the Armed Forces (CW) IP,MBBS (MBBS),OP NO,3,Both
Delhi,Central University,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029 (200495)",IP University Quota,MBBS (MBBS),BC NO,36,Both
Delhi,Central University,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029 (200495)",IP University Quota,MBBS (MBBS),BC PH,1,Both
Delhi,Central University,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029 (200495)",IP University Quota,MBBS (MBBS),EW NO,13,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Delhi,Central University,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029 (200495)",IP University Quota,MBBS (MBBS),EW PH,1,Both
Delhi,Central University,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029 (200495)",IP University Quota,MBBS (MBBS),OP NO,50,Both
Delhi,Central University,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029 (200495)",IP University Quota,MBBS (MBBS),OP PH,3,Both
Delhi,Central University,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029 (200495)",IP University Quota,MBBS (MBBS),SC NO,19,Both
Delhi,Central University,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029 (200495)",IP University Quota,MBBS (MBBS),SC PH,1,Both
Delhi,Central University,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029 (200495)",IP University Quota,MBBS (MBBS),ST NO,10,Both
Delhi,Central University,"Vardhman Mahavir Medical College & Safdarjung Hospital, Delhi, Vardhman Mahavir Medical College And Safdarjung Hospital, New Delhi, Delhi (NCT), 110029 (200495)",IP University Quota,MBBS (MBBS),ST PH,1,Both
Goa,All India except Central University,"GOA DENTAL COLLEGE & HOSPITAL, GOA, Bambolim,Goa (200135)",All India,BDS (BDS),BC NO,2,Both
Goa,All India except Central University,"GOA DENTAL COLLEGE & HOSPITAL, GOA, Bambolim,Goa (200135)",All India,BDS (BDS),OP NO,4,Both
Goa,All India except Central University,"GOA DENTAL COLLEGE & HOSPITAL, GOA, Bambolim,Goa (200135)",All India,BDS (BDS),OP PH,1,Both
Goa,All India except Central University,"GOA DENTAL COLLEGE & HOSPITAL, GOA, Bambolim,Goa (200135)",All India,BDS (BDS),SC NO,1,Both
Goa,All India except Central University,"Goa Medical College, Panaji, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA (200136)",All India,MBBS (MBBS),BC NO,9,Both
Seat Matrix for Round 1 NEET UG MBBS BDS & BSc Nursing,,,,,,,
Goa,All India except Central University,"Goa Medical College, Panaji, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA (200136)",All India,MBBS (MBBS),BC PH,1,Both
Goa,All India except Central University,"Goa Medical College, Panaji, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA (200136)",All India,MBBS (MBBS),EW NO,4,Both
Goa,All India except Central University,"Goa Medical College, Panaji, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA (200136)",All India,MBBS (MBBS),OP NO,14,Both
Goa,All India except Central University,"Goa Medical College, Panaji, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA (200136)",All India,MBBS (MBBS),OP PH,1,Both
Goa,All India except Central University,"Goa Medical College, Panaji, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA (200136)",All India,MBBS (MBBS),SC NO,5,Both
Goa,All India except Central University,"Goa Medical College, Panaji, RAJIV GANDHI MEDICAL COMPLEX, BAMBOLIM, GOA (200136)",All India,MBBS (MBBS),ST NO,3,Both
Gujarat,All India Institute Of Medical Science(AIIMS),"AIIMS Rajkot, Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand (200520)",Open Seat Quota,MBBS (MBBS),BC NO,20,Both
Gujarat,All India Institute Of Medical Science(AIIMS),"AIIMS Rajkot, Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand (200520)",Open Seat Quota,MBBS (MBBS),BC PH,1,Both
Gujarat,All India Institute Of Medical Science(AIIMS),"AIIMS Rajkot, Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand (200520)",Open Seat Quota,MBBS (MBBS),EW NO,7,Both
Gujarat,All India Institute Of Medical Science(AIIMS),"AIIMS Rajkot, Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand (200520)",Open Seat Quota,MBBS (MBBS),OP NO,29,Both
Gujarat,All India Institute Of Medical Science(AIIMS),"AIIMS Rajkot, Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand (200520)",Open Seat Quota,MBBS (MBBS),OP PH,2,Both
Gujarat,All India Institute Of Medical Science(AIIMS),"AIIMS Rajkot, Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand (200520)",Open Seat Quota,MBBS (MBBS),SC NO,11,Both
Gujarat,All India Institute Of Medical Science(AIIMS),"AIIMS Rajkot, Admission cell, Academic section, First floor, Academic block, Permanent Campus, AIIMS Rajkot, Khand (200520)",Open Seat Quota,MBBS (MBBS),ST NO,5,Both
